OCCI,Linkeddata,{provider_specific_path}/ldproject/,GET,Linkeddata.occie
OCCI,Linkeddata,{provider_specific_path}/ldproject/,POST,Linkeddata.occie
OCCI,Linkeddata,{provider_specific_path}/ldproject/,DELETE,Linkeddata.occie
OCCI,Linkeddata,{provider_specific_path}/ldproject/?action=publish,POST,Linkeddata.occie
OCCI,Linkeddata,{provider_specific_path}/ldproject/?action=unpublish,POST,Linkeddata.occie
OCCI,Linkeddata,{provider_specific_path}/ldproject/?action=update,POST,Linkeddata.occie
OCCI,Linkeddata,{provider_specific_path}/ldproject/{ldproject_id},GET,Linkeddata.occie
OCCI,Linkeddata,{provider_specific_path}/ldproject/{ldproject_id},POST,Linkeddata.occie
OCCI,Linkeddata,{provider_specific_path}/ldproject/{ldproject_id},PUT,Linkeddata.occie
OCCI,Linkeddata,{provider_specific_path}/ldproject/{ldproject_id},DELETE,Linkeddata.occie
OCCI,Linkeddata,{provider_specific_path}/ldproject/{ldproject_id}?action=publish,POST,Linkeddata.occie
OCCI,Linkeddata,{provider_specific_path}/ldproject/{ldproject_id}?action=unpublish,POST,Linkeddata.occie
OCCI,Linkeddata,{provider_specific_path}/ldproject/{ldproject_id}?action=update,POST,Linkeddata.occie

OCCI,Linkeddata,{provider_specific_path}/lddatabaselink/,GET,Linkeddata.occie
OCCI,Linkeddata,{provider_specific_path}/lddatabaselink/,POST,Linkeddata.occie
OCCI,Linkeddata,{provider_specific_path}/lddatabaselink/,DELETE,Linkeddata.occie
OCCI,Linkeddata,{provider_specific_path}/lddatabaselink/{lddatabaselink_id},GET,Linkeddata.occie
OCCI,Linkeddata,{provider_specific_path}/lddatabaselink/{lddatabaselink_id},POST,Linkeddata.occie
OCCI,Linkeddata,{provider_specific_path}/lddatabaselink/{lddatabaselink_id},PUT,Linkeddata.occie
OCCI,Linkeddata,{provider_specific_path}/lddatabaselink/{lddatabaselink_id},DELETE,Linkeddata.occie

OCCI,Linkeddata,{provider_specific_path}/ldprojectlink/,GET,Linkeddata.occie
OCCI,Linkeddata,{provider_specific_path}/ldprojectlink/,POST,Linkeddata.occie
OCCI,Linkeddata,{provider_specific_path}/ldprojectlink/,DELETE,Linkeddata.occie
OCCI,Linkeddata,{provider_specific_path}/ldprojectlink/{ldprojectlink_id},GET,Linkeddata.occie
OCCI,Linkeddata,{provider_specific_path}/ldprojectlink/{ldprojectlink_id},POST,Linkeddata.occie
OCCI,Linkeddata,{provider_specific_path}/ldprojectlink/{ldprojectlink_id},PUT,Linkeddata.occie
OCCI,Linkeddata,{provider_specific_path}/ldprojectlink/{ldprojectlink_id},DELETE,Linkeddata.occie

OCCI,Linkeddata,{provider_specific_path}/ldnode/,GET,Linkeddata.occie
OCCI,Linkeddata,{provider_specific_path}/ldnode/,POST,Linkeddata.occie
OCCI,Linkeddata,{provider_specific_path}/ldnode/,DELETE,Linkeddata.occie
OCCI,Linkeddata,{provider_specific_path}/ldnode/{ldnode_id},GET,Linkeddata.occie
OCCI,Linkeddata,{provider_specific_path}/ldnode/{ldnode_id},POST,Linkeddata.occie
OCCI,Linkeddata,{provider_specific_path}/ldnode/{ldnode_id},PUT,Linkeddata.occie
OCCI,Linkeddata,{provider_specific_path}/ldnode/{ldnode_id},DELETE,Linkeddata.occie

OCCI,Linkeddata,{provider_specific_path}/ldcontains/,GET,Linkeddata.occie
OCCI,Linkeddata,{provider_specific_path}/ldcontains/,POST,Linkeddata.occie
OCCI,Linkeddata,{provider_specific_path}/ldcontains/,DELETE,Linkeddata.occie
OCCI,Linkeddata,{provider_specific_path}/ldcontains/{ldcontains_id},GET,Linkeddata.occie
OCCI,Linkeddata,{provider_specific_path}/ldcontains/{ldcontains_id},POST,Linkeddata.occie
OCCI,Linkeddata,{provider_specific_path}/ldcontains/{ldcontains_id},PUT,Linkeddata.occie
OCCI,Linkeddata,{provider_specific_path}/ldcontains/{ldcontains_id},DELETE,Linkeddata.occie

