OCCI,Vmwarecrtp,{provider_specific_path}/vmwarefolders/,GET,Vmwarecrtp.occie
OCCI,Vmwarecrtp,{provider_specific_path}/vmwarefolders/,POST,Vmwarecrtp.occie
OCCI,Vmwarecrtp,{provider_specific_path}/vmwarefolders/,PUT,Vmwarecrtp.occie
OCCI,Vmwarecrtp,{provider_specific_path}/vmwarefolders/,DELETE,Vmwarecrtp.occie

OCCI,Vmwarecrtp,{provider_specific_path}/vmaddon/,GET,Vmwarecrtp.occie
OCCI,Vmwarecrtp,{provider_specific_path}/vmaddon/,POST,Vmwarecrtp.occie
OCCI,Vmwarecrtp,{provider_specific_path}/vmaddon/,PUT,Vmwarecrtp.occie
OCCI,Vmwarecrtp,{provider_specific_path}/vmaddon/,DELETE,Vmwarecrtp.occie

OCCI,Vmwarecrtp,{provider_specific_path}/windows/,GET,Vmwarecrtp.occie
OCCI,Vmwarecrtp,{provider_specific_path}/windows/,POST,Vmwarecrtp.occie
OCCI,Vmwarecrtp,{provider_specific_path}/windows/,PUT,Vmwarecrtp.occie
OCCI,Vmwarecrtp,{provider_specific_path}/windows/,DELETE,Vmwarecrtp.occie

OCCI,Vmwarecrtp,{provider_specific_path}/linux/,GET,Vmwarecrtp.occie
OCCI,Vmwarecrtp,{provider_specific_path}/linux/,POST,Vmwarecrtp.occie
OCCI,Vmwarecrtp,{provider_specific_path}/linux/,PUT,Vmwarecrtp.occie
OCCI,Vmwarecrtp,{provider_specific_path}/linux/,DELETE,Vmwarecrtp.occie

OCCI,Vmwarecrtp,{provider_specific_path}/macosx/,GET,Vmwarecrtp.occie
OCCI,Vmwarecrtp,{provider_specific_path}/macosx/,POST,Vmwarecrtp.occie
OCCI,Vmwarecrtp,{provider_specific_path}/macosx/,PUT,Vmwarecrtp.occie
OCCI,Vmwarecrtp,{provider_specific_path}/macosx/,DELETE,Vmwarecrtp.occie

OCCI,Vmwarecrtp,{provider_specific_path}/vswitchinfos/,GET,Vmwarecrtp.occie
OCCI,Vmwarecrtp,{provider_specific_path}/vswitchinfos/,POST,Vmwarecrtp.occie
OCCI,Vmwarecrtp,{provider_specific_path}/vswitchinfos/,PUT,Vmwarecrtp.occie
OCCI,Vmwarecrtp,{provider_specific_path}/vswitchinfos/,DELETE,Vmwarecrtp.occie

